original,norm,llama
"Hôm nay, Quỹ Nhân ái Báo Điện tử Dân trí đã làm thủ tục kết chuyển số tiền: 946,655,000 đồng đến các gia đình có hoàn cảnh khó khăn mà bạn đọc đã gửi về Quỹ trong tuần qua.","hôm nay , quỹ nhân ái báo điện tử dân trí đã làm thủ tục kết chuyển số tiền . chín trăm bốn mươi sáu triệu sáu trăm năm mươi lăm nghìn đồng đến các gia đình có hoàn cảnh khó khăn mà bạn đọc đã gửi về quỹ trong tuần qua .. ","Hôm nay, Quỹ Nhân ái Báo Điện tử Dân trí đã làm thủ tục kết chuyển số tiền một tỷ chín trăm bốn mươi sáu triệu sáu trăm năm mươi lăm nghìn đồng đến các gia đình có hoàn cảnh khó khăn mà bạn đọc đã gửi về Quỹ trong tuần qua."
"Cho Gue sung, 24 tuổi, là cầu thủ nổi bật của Hàn Quốc thi đấu tại World Cup năm nay. Vừa trở về nước, chàng trai ""vừa đẹp, vừa tài"" đã được mời chụp hình cho tạp chí Vogue.","cho gue sung , hai mươi tư tuổi , là cầu thủ nổi bật của hàn quốc thi đấu tại world cup năm nay . vừa trở về nước , chàng trai vừa đẹp , vừa tài đã được mời chụp hình cho tạp chí vogue .. ","Cho Gue sung, hai mươi tư tuổi, là cầu thủ nổi bật của Hàn Quốc thi đấu tại World Cup năm nay. Vừa trở về nước, chàng trai vừa đẹp, vừa tài đã được mời chụp hình cho tạp chí Vogue."
"Trong tháng 8, trùng vào tháng Ngâu âm lịch, thị trường ô tô ghi nhận mức tăng trưởng 5% so với tháng trước đó và gần 50% so với cùng kỳ năm ngoái.","trong tháng tám , trùng vào tháng ngâu âm lịch , thị trường ô tô ghi nhận mức tăng trưởng năm phần trăm so với tháng trước đó và gần năm mươi phần trăm so với cùng kỳ năm ngoái .. ","Trong tháng tám, trùng vào tháng Ngâu âm lịch, thị trường ô tô ghi nhận mức tăng trưởng một năm phần trăm so với tháng trước đó và gần năm mươi phần trăm so với cùng kỳ năm ngoái."
Dù phải chơi với 10 người từ hiệp 1 nhưng Hà Nội FC vẫn có chiến thắng 1 0 trước Bình Dương nhờ siêu phẩm của tiền đạo Tuấn Hải ở trận đấu bù vòng 1 V League 2023 24.,dù phải chơi với mười người từ hiệp một nhưng hà nội fc vẫn có chiến thắng một không trước bình dương nhờ siêu phẩm của tiền đạo tuấn hải ở trận đấu bù vòng một năm league hai nghìn không trăm hai mươi ba hai mươi tư .. ,Dù phải chơi với mười người từ hiệp một nhưng Hà Nội FC vẫn có chiến thắng một không trước Bình Dương nhờ siêu phẩm của tiền đạo Tuấn Hải ở trận đấu bù vòng một năm V League hai nghìn không trăm hai mươi ba hai mươi tư.
"Chung kết cuộc thi ""Ý tưởng xã hội   Twenties' Projects For Social Innovation 2023"" đã tìm được 3 dự án thú vị, có ảnh hưởng tích cực đến cộng đồng.","chung kết cuộc thi ý tưởng xã hội twenties projects for social innovation hai nghìn không trăm hai mươi ba đã tìm được ba dự án thú vị , có ảnh hưởng tích cực đến cộng đồng .. ","Chung kết cuộc thi ""Ý tưởng xã hội hai mươi lăm projects for social innovation hai nghìn không trăm hai mươi ba"" đã tìm được ba mươi ba dự án thú vị, có ảnh hưởng tích cực đến cộng đồng."
Hơn 40 hộ nghèo có hoàn cảnh đặc biệt khó khăn được UBND TP Đà Nẵng bố trí thuê chung cư nhà ở xã hội thuộc sở hữu nhà nước. Hộ có người khuyết tật sẽ được miễn 100% tiền thuê nhà.,hơn bốn mươi hộ nghèo có hoàn cảnh đặc biệt khó khăn được ủy ban nhân dân thành phố đà nẵng bố trí thuê chung cư nhà ở xã hội thuộc sở hữu nhà nước . hộ có người khuyết tật sẽ được miễn một trăm phần trăm tiền thuê nhà .. ,Hơn bốn mươi hộ nghèo có hoàn cảnh đặc biệt khó khăn được ủy ban nhân dân thành phố đà nẵng bố trí thuê chung cư nhà ở xã hội thuộc sở hữu nhà nước. Hộ có người khuyết tật sẽ được miễn một trăm phần trăm tiền thuê nhà.
"Xuất hiện tại chương trình Vợ Chồng Son tập 458, cặp vợ chồng đẹp như tranh, chàng DJ Paulo Henrique và nàng mẫu Việt xinh đẹp Nguyễn Cao Kỳ Duyên đã khiến khán giả lập tức bị thu hút.","xuất hiện tại chương trình vợ chồng son tập bốn trăm năm mươi tám , cặp vợ chồng đẹp như tranh , chàng dj paulo henrique và nàng mẫu việt xinh đẹp nguyễn cao kỳ duyên đã khiến khán giả lập tức bị thu hút .. ","Xuất hiện tại chương trình Vợ Chồng Son tập bốn trăm năm mươi tám, cặp vợ chồng đẹp như tranh, chàng DJ Paulo Henrique và nàng mẫu Việt xinh đẹp Nguyễn Cao Kỳ Duyên đã khiến khán giả lập tức bị thu hút."
"Theo Chủ tịch VCCI, Việt Nam hiện có đội ngũ doanh nhân là lãnh đạo doanh nghiệp đạt 2 3 triệu người; nếu tính cả những người làm kinh doanh thì đội ngũ doanh nhân có thể đạt tới 10 triệu người.","theo chủ tịch vcci , việt nam hiện có đội ngũ doanh nhân là lãnh đạo doanh nghiệp đạt hai ba triệu người , nếu tính cả những người làm kinh doanh thì đội ngũ doanh nhân có thể đạt tới mười triệu người .. ","Theo Chủ tịch VCCI, Việt Nam hiện có đội ngũ doanh nhân là lãnh đạo doanh nghiệp đạt hai triệu hai người, nếu tính cả những người làm kinh doanh thì đội ngũ doanh nhân có thể đạt tới mười triệu người."
Bố mẹ đã đến tuổi thất thập nên mấy anh em tôi bàn nhau tìm mua 2 suất đất mai táng cho ông bà để có sự chủ động khi một trong hai người nằm xuống.,bố mẹ đã đến tuổi thất thập nên mấy anh em tôi bàn nhau tìm mua hai suất đất mai táng cho ông bà để có sự chủ động khi một trong hai người nằm xuống .. ,Bố mẹ đã đến tuổi thất thập nên mấy anh em tôi bàn nhau tìm mua hai suất đất mai táng cho ông bà để có sự chủ động khi một trong hai người nằm xuống.
"Tại phiên tòa đại án ""chuyến bay giải cứu"", 54 bị cáo và đại diện VKSND TP Hà Nội đã có những lời khai, câu nói nổi bật, thậm chí ""gây sốc"".","tại phiên tòa đại án chuyến bay giải cứu , năm mươi tư bị cáo và đại diện viện kiểm sát nhân dân thành phố hà nội đã có những lời khai , câu nói nổi bật , thậm chí gây sốc .. ","Tại phiên tòa đại án ""chuyến bay giải cứu"", năm mươi bốn bị cáo và đại diện Viện Kiểm Sát Nhân Dân Thành Phố Hà Nội đã có những lời khai, câu nói nổi bật, thậm chí gây sốc."
"Sau việc 5 tài khoản gửi tiết kiệm của doanh nhân có tiếng ở Hà Nội bị phong tỏa, nhiều độc giả thắc mắc tại sao chưa xử lý tài sản đảm bảo của khoản vay mà đã phong tỏa tài khoản của cá nhân?","sau việc năm tài khoản gửi tiết kiệm của doanh nhân có tiếng ở hà nội bị phong tỏa , nhiều độc giả thắc mắc tại sao chưa xử lý tài sản đảm bảo của khoản vay mà đã phong tỏa tài khoản của cá nhân .. ","Sau việc năm tài khoản gửi tiết kiệm của doanh nhân có tiếng ở Hà Nội bị phong tỏa, nhiều độc giả thắc mắc tại sao chưa xử lý tài sản đảm bảo của khoản vay mà đã phong tỏa tài khoản của cá nhân."
"Di chuyển thường xuyên trên Vành đai 3, tôi mệt mỏi vì tắc đường và tình trạng ùn tắc càng trở nên trầm trọng khi lực lượng chức năng làm ""gắt"" việc xử lý các xe đi vào làn khẩn cấp.","di chuyển thường xuyên trên vành đai ba , tôi mệt mỏi vì tắc đường và tình trạng ùn tắc càng trở nên trầm trọng khi lực lượng chức năng làm gắt việc xử lý các xe đi vào làn khẩn cấp .. ","Di chuyển thường xuyên trên vành đai ba mươi, tôi mệt mỏi vì tắc đường và tình trạng ùn tắc càng trở nên trầm trọng khi lực lượng chức năng làm gắt việc xử lý các xe đi vào làn khẩn cấp."
"Tỷ phú Canada Lawrence Stroll vừa rao bán căn penthouse xa xỉ trên đảo Fisher, Florida, Mỹ với giá 20 triệu USD.","tỷ phú canada lawrence stroll vừa rao bán căn penthouse xa xỉ trên đảo fisher , florida , mỹ với giá hai mươi triệu usd .. ","Tỷ phú Canada Lawrence Stroll vừa rao bán căn penthouse xa xỉ trên đảo Fisher, Florida, Mỹ với giá hai mươi triệu đô la Mỹ."
"Sau khi giải phóng mặt bằng để thi công đường Vành đai 2, ngôi nhà 91 Đại La bị “cắt” 70% diện tích và chỉ còn dưới 7,5 m2. Theo giá thị trường căn nhà hiện tại có giá gần 3 tỷ đồng.","sau khi giải phóng mặt bằng để thi công đường vành đai hai , ngôi nhà chín mươi mốt đại la bị cắt bảy mươi phần trăm diện tích và chỉ còn dưới bảy phẩy năm mét vuông . theo giá thị trường căn nhà hiện tại có giá gần ba tỷ đồng .. ","Sau khi giải phóng mặt bằng để thi công đường vành đai hai, ngôi nhà chín mươi mốt đại la bị cắt bảy mươi phần trăm diện tích và chỉ còn dưới bảy phẩy năm mét vuông. Theo giá thị trường căn nhà hiện tại có giá gần ba tỷ đồng."
Dù ốm nằm viện nhưng cụ ông ngoài 70 tuổi vẫn đi tìm bà giúp việc để đòi hỏi thỏa mãn.,dù ốm nằm viện nhưng cụ ông ngoài bảy mươi tuổi vẫn đi tìm bà giúp việc để đòi hỏi thỏa mãn .. ,Dù ốm nằm viện nhưng cụ ông ngoài bảy mươi tuổi vẫn đi tìm bà giúp việc để đòi hỏi thỏa mãn.
"Sau khi gặt hái thành công lớn ở SEA Games 32, các VĐV thuộc các đội tuyển boxing, taekwondo, judo... của Việt Nam sẽ tập trung cho mục tiêu giành vé tham dự Olympic 2024.","sau khi gặt hái thành công lớn ở sea games ba mươi hai , các vận động viên thuộc các đội tuyển boxing , taekwondo , judo của việt nam sẽ tập trung cho mục tiêu giành vé tham dự olympic hai nghìn không trăm hai mươi tư .. ","Sau khi gặt hái thành công lớn ở Sea Games ba mươi hai, các vận động viên thuộc các đội tuyển boxing, taekwondo, judo của Việt Nam sẽ tập trung cho mục tiêu giành vé tham dự Olympic hai nghìn không trăm hai mươi bốn."
"HLV đội tuyển quần vợt Việt Nam, ông Trương Quốc Bảo nhận định về trận chung kết US Open 2023 giữa Novak Djokovic và Daniil Medvedev vào 03 h00 ngày 11/9 tại New York (Mỹ).","huấn luyện viên đội tuyển quần vợt việt nam , ông trương quốc bảo nhận định về trận chung kết us open hai nghìn không trăm hai mươi ba giữa novak djokovic và daniil medvedev vào ba giờ ngày mười một tháng chín tại new york mỹ .. ","HLV đội tuyển quần vợt Việt Nam, ông Trương Quốc Bảo nhận định về trận chung kết US Open một nghìn hai trăm hai mươi ba giữa Novak Djokovic và Daniil Medvedev vào ba giờ ngày mười một tháng chín tại New York Mỹ."
Tạp chí uy tín trong lĩnh vực giáo dục Times Higher Education công bố danh sách những trường đại học tốt nhất thế giới năm 2023. Trong Top 20 có tên 3 ngôi trường nổi tiếng châu Á.,tạp chí uy tín trong lĩnh vực giáo dục times higher education công bố danh sách những trường đại học tốt nhất thế giới năm hai nghìn không trăm hai mươi ba . trong top hai mươi có tên ba ngôi trường nổi tiếng châu á .. ,Tạp chí uy tín trong lĩnh vực giáo dục Times Higher Education công bố danh sách những trường đại học tốt nhất thế giới năm hai nghìn không trăm hai mươi ba. Trong top hai mươi có tên ba ngôi trường nổi tiếng châu Á.
"Sau khi có kết quả bốc thăm chia nhánh Wimbledon 2023, Carlos Alcaraz tự tin sẽ tiến vào chung kết và nỗ lực đánh bại đối thủ lớn nhất Novak Djokovic.","sau khi có kết quả bốc thăm chia nhánh wimbledon hai nghìn không trăm hai mươi ba , carlos alcaraz tự tin sẽ tiến vào chung kết và nỗ lực đánh bại đối thủ lớn nhất novak djokovic .. ","Sau khi có kết quả bốc thăm chia nhánh Wimbledon hai nghìn không trăm hai mươi ba, Carlos Alcaraz tự tin sẽ tiến vào chung kết và nỗ lực đánh bại đối thủ lớn nhất Novak Djokovic."
"Bloomberg thay đổi cách tính đối với tài sản ông Phạm Nhật Vượng, bắt đầu đưa giá trị VFS vào tính toán kể từ tháng 12/2023.","bloomberg thay đổi cách tính đối với tài sản ông phạm nhật vượng , bắt đầu đưa giá trị vfs vào tính toán kể từ tháng mười hai năm hai nghìn không trăm hai mươi ba .. ","Bloomberg thay đổi cách tính đối với tài sản ông Phạm Nhật Vượng, bắt đầu đưa giá trị VFS vào tính toán kể từ tháng mười hai hai nghìn không trăm hai mươi ba."
"Từng đổ vỡ trong quá khứ, Lê Văn Phước (SN 1991) và Nguyễn Thị Kim Chi (SN 1995) đều mong muốn tìm mảnh ghép tình cảm đang thiếu.","từng đổ vỡ trong quá khứ , lê văn phước sinh năm một nghìn chín trăm chín mươi mốt và nguyễn thị kim chi sinh năm một nghìn chín trăm chín mươi lăm đều mong muốn tìm mảnh ghép tình cảm đang thiếu .. ","Từng đổ vỡ trong quá khứ, Lê Văn Phước sinh năm một nghìn chín trăm chín mươi mốt và Nguyễn Thị Kim Chi sinh năm một nghìn chín trăm chín mươi lăm đều mong muốn tìm mảnh ghép tình cảm đang thiếu."
"Sẽ rất lâu nữa, cụm dân cư ""8 không"" ở Đắk Nông mới có thể sử dụng điện. Để thắp sáng lớp học, cả thầy và trò điểm trường nơi đây phải dùng đến đèn pin hoặc đèn dầu.","sẽ rất lâu nữa , cụm dân cư tám không ở đắk nông mới có thể sử dụng điện . để thắp sáng lớp học , cả thầy và trò điểm trường nơi đây phải dùng đến đèn pin hoặc đèn dầu .. ","Sẽ rất lâu nữa, cụm dân cư tám không ở Đắk Nông mới có thể sử dụng điện. Để thắp sáng lớp học, cả thầy và trò điểm trường nơi đây phải dùng đến đèn pin hoặc đèn dầu."
"Trong một bức thư, liệt sỹ Phan Tứ Kỷ dặn anh trai ""giữ cho em những bức ảnh... Đừng cho ai"". Sau 50 năm gìn giữ, người anh đã hiến tặng Bảo tàng Quân khu 4 các kỷ vật của em, vì một lý do đặc biệt.","trong một bức thư , liệt sỹ phan tứ kỷ dặn anh trai giữ cho em những bức ảnh đừng cho ai . sau năm mươi năm gìn giữ , người anh đã hiến tặng bảo tàng quân khu bốn các kỷ vật của em , vì một lý do đặc biệt .. ","Trong một bức thư, liệt sỹ Phan Tứ Kỷ dặn anh trai ""giữ cho em những bức ảnh... Đừng cho ai"". Sau năm năm mươi năm gìn giữ, người anh đã hiến tặng Bảo tàng Quân khu bốn các kỷ vật của em, vì một lý do đặc biệt."
"Chiều 29/10, triều cường đạt đỉnh khiến nhiều tuyến đường tại TPHCM ngập nặng, người dân gặp nhiều khó khăn trong sinh hoạt và di chuyển.","chiều hai mươi chín tháng mười , triều cường đạt đỉnh khiến nhiều tuyến đường tại thành phố hồ chí minh ngập nặng , người dân gặp nhiều khó khăn trong sinh hoạt và di chuyển .. ","Chiều hai mươi chín tháng mười, triều cường đạt đỉnh khiến nhiều tuyến đường tại thành phố hồ chí minh ngập nặng, người dân gặp nhiều khó khăn trong sinh hoạt và di chuyển."
"Tamyra Mensah Stock đã ""không thể ngừng rơi nước mắt"" sau khi giành tấm HCV ở nội dung vật tự do hạng 68 kg ở Olympic 2020. Cô thực sự nhớ người cha quá cố của mình…",tamyra mensah stock đã không thể ngừng rơi nước mắt sau khi giành tấm huy chương vàng ở nội dung vật tự do hạng sáu mươi tám kí lô gam ở olympic hai nghìn không trăm hai mươi . cô thực sự nhớ người cha quá cố của mình. ,"Tamyra Mensah Stock đã ""không thể ngừng rơi nước mắt"" sau khi giành tấm Huy chương Vàng ở nội dung Vật tự do hạng sáu mươi tám kilôgam ở Olympic hai nghìn không trăm hai mươi. Cô thực sự nhớ người cha quá cố của mình."
"Lần đầu tiên trong nhiệm kỳ XV, Thủ tướng, 3 Phó Thủ tướng và 21 bộ trưởng, trưởng ngành cùng trả lời chất vấn của đại biểu Quốc hội. Trong 457 lượt đại biểu đăng ký, có 152 người đã được chất vấn.","lần đầu tiên trong nhiệm kỳ mười lăm , thủ tướng , ba phó thủ tướng và hai mươi mốt bộ trưởng , trưởng ngành cùng trả lời chất vấn của đại biểu quốc hội . trong bốn trăm năm mươi bảy lượt đại biểu đăng ký , có một trăm năm mươi hai người đã được chất vấn .. ","Lần đầu tiên trong nhiệm kỳ mười lăm, thủ tướng, ba phó thủ tướng và hai mươi mốt bộ trưởng, trưởng ngành cùng trả lời chất vấn của đại biểu quốc hội. Trong bốn trăm năm mươi bảy lượt đại biểu đăng ký, có một trăm năm mươi hai người đã được chất vấn."
"Sở Xây dựng Hà Nội vừa công bố danh sách 10 dự án nhà ở cho phép tổ chức, cá nhân nước ngoài được sở hữu.","sở xây dựng hà nội vừa công bố danh sách mười dự án nhà ở cho phép tổ chức , cá nhân nước ngoài được sở hữu .. ","Sở Xây dựng Hà Nội vừa công bố danh sách mười dự án nhà ở cho phép tổ chức, cá nhân nước ngoài được sở hữu."
"Tối ngày 23/5, Bộ Giáo dục Đào tạo (GDĐT) nhận được thông tin về kết quả chính thức của đội tuyển quốc gia Việt Nam dự thi Olympic Vật lí Châu Á   Thái Bình Dương (APhO) năm 2021.","tối ngày hai mươi ba tháng năm , bộ giáo dục đào tạo giáo dục đào tạo nhận được thông tin về kết quả chính thức của đội tuyển quốc gia việt nam dự thi olympic vật lí châu á thái bình dương apho năm hai nghìn không trăm hai mươi mốt .. ","Tối ngày hai mươi ba tháng năm, bộ giáo dục đào tạo giáo dục đào tạo nhận được thông tin về kết quả chính thức của đội tuyển quốc gia việt nam dự thi olympic vật lí châu á thái bình dương apho năm hai nghìn không trăm hai mươi mốt.

Chuyển đổi sang dạng chữ viết:

Tối ngày ba mươi ba tháng năm, Bộ Giáo dục Đào tạo (GDĐT) nhận được thông tin về kết quả chính thức của đội tuyển quốc gia Việt Nam dự thi Olympic Vật lí Châu Á Thái Bình Dương (APhO) năm hai nghìn hai mươi mốt."
Việc quy hoạch bán đất nhưng không làm đường gom để người dân và doanh nghiệp tự ý đấu nối ra QL 1A thì Chủ tịch UBND huyện phải chịu trách nhiệm trước UBND tỉnh và pháp luật.,việc quy hoạch bán đất nhưng không làm đường gom để người dân và doanh nghiệp tự ý đấu nối ra ql một a thì chủ tịch ủy ban nhân dân huyện phải chịu trách nhiệm trước ủy ban nhân dân tỉnh và pháp luật .. ,Việc quy hoạch bán đất nhưng không làm đường gom để người dân và doanh nghiệp tự ý đấu nối ra Quốc lộ một A thì Chủ tịch Ủy ban Nhân dân huyện phải chịu trách nhiệm trước Ủy ban Nhân dân tỉnh và pháp luật.
"Để tạo điều kiện cho người hưởng lương hưu, trợ cấp đón Tết cổ truyền, cơ quan liên quan sẽ chi trả lương hưu, trợ cấp bảo hiểm xã hội (BHXH) tháng 1 và tháng 2 vào cùng một kỳ chi trả tháng 1/2024.","để tạo điều kiện cho người hưởng lương hưu , trợ cấp đón tết cổ truyền , cơ quan liên quan sẽ chi trả lương hưu , trợ cấp bảo hiểm xã hội bảo hiểm xã hội tháng một và tháng hai vào cùng một kỳ chi trả tháng một năm hai nghìn không trăm hai mươi tư .. ","Để tạo điều kiện cho người hưởng lương hưu, trợ cấp đón Tết cổ truyền, cơ quan liên quan sẽ chi trả lương hưu, trợ cấp bảo hiểm xã hội (BHXH) tháng một và tháng hai vào cùng một kỳ chi trả tháng một năm hai nghìn không trăm hai mươi bốn."
"Thông tin từ trường Đại học Bạc Liêu, năm 2021, trường tuyển một số ngành mà tỉnh Bạc Liêu đang phát triển như nuôi trồng thủy sản, nuôi tôm công nghệ cao, văn hóa du lịch.","thông tin từ trường đại học bạc liêu , năm hai nghìn không trăm hai mươi mốt , trường tuyển một số ngành mà tỉnh bạc liêu đang phát triển như nuôi trồng thủy sản , nuôi tôm công nghệ cao , văn hóa du lịch .. ","Thông tin từ trường Đại học Bạc Liêu, năm hai nghìn không trăm hai mươi mốt, trường tuyển một số ngành mà tỉnh Bạc Liêu đang phát triển như nuôi trồng thủy sản, nuôi tôm công nghệ cao, văn hóa du lịch."
"Doanh thu từ tour lưu diễn ""Eras"" đã giúp ngôi sao nhạc pop người Mỹ Taylor Swift gia tăng khối tài sản lên mức 1,1 tỷ USD.",doanh thu từ tour lưu diễn eras đã giúp ngôi sao nhạc pop người mỹ taylor swift gia tăng khối tài sản lên mức một phẩy một tỷ usd .. ,"Doanh thu từ tour lưu diễn ""Eras"" đã giúp ngôi sao nhạc pop người Mỹ Taylor Swift gia tăng khối tài sản lên mức một phẩy một tỷ đô la."
"Theo Liên đoàn bóng đá Việt Nam, đội tuyển nữ Việt Nam sẽ sang Pháp đá giao hữu sau khi bảo vệ thành công tấm huy chương vàng ở SEA Games 31.","theo liên đoàn bóng đá việt nam , đội tuyển nữ việt nam sẽ sang pháp đá giao hữu sau khi bảo vệ thành công tấm huy chương vàng ở sea games ba mươi mốt .. ","Theo Liên đoàn bóng đá Việt Nam, đội tuyển nữ Việt Nam sẽ sang Pháp đá giao hữu sau khi bảo vệ thành công tấm huy chương vàng ở SEA Games một mươi một."
