original,norm,llama
"""5 năm bệnh tật hành hạ, cái nghèo đeo bám tôi chẳng sợ, chỉ sợ chết. Tôi mà chết thì 2 đứa con sẽ sống sao, chúng còn quá nhỏ. Vợ tôi nhiều tháng nay không còn liên lạc được nữa"", anh Trường chia sẻ.","năm năm bệnh tật hành hạ , cái nghèo đeo bám tôi chẳng sợ , chỉ sợ chết . tôi mà chết thì hai đứa con sẽ sống sao , chúng còn quá nhỏ . vợ tôi nhiều tháng nay không còn liên lạc được nữa , anh trường chia sẻ .. ","Năm năm bệnh tật hành hạ, cái nghèo đeo bám tôi chẳng sợ, chỉ sợ chết. Tôi mà chết thì hai đứa con sẽ sống sao, chúng còn quá nhỏ. Vợ tôi nhiều tháng nay không còn liên lạc được nữa, Anh Trường chia sẻ."
"""7 chiến lược để sống sung túc và hạnh phúc"" của Jim Rohn chẳng những khơi gợi động lực, mà còn như một cuốn cẩm nang giúp bạn có thể thay đổi mọi thứ tốt hơn, khi bạn thay đổi bản thân.","bảy chiến lược để sống sung túc và hạnh phúc của jim rohn chẳng những khơi gợi động lực , mà còn như một cuốn cẩm nang giúp bạn có thể thay đổi mọi thứ tốt hơn , khi bạn thay đổi bản thân .. ","Bảy chiến lược để sống sung túc và hạnh phúc của Jim Rohn chẳng những khơi gợi động lực, mà còn như một cuốn Cẩm Nang giúp bạn có thể thay đổi mọi thứ tốt hơn, khi bạn thay đổi bản thân."
"""9.9 Khai tiệc độc quyền"" đang đến gần, nhiều deal giảm giá lên đến 50% và cả bộ sưu tập món kèm ưu đãi lớn đang chờ đón người dùng trên ShopeeFood.","chín chấm chín khai tiệc độc quyền đang đến gần , nhiều deal giảm giá lên đến năm mươi phần trăm và cả bộ sưu tập món kèm ưu đãi lớn đang chờ đón người dùng trên shopeefood .. ","Chín chấm chín khai tiệc độc quyền đang đến gần, nhiều deal giảm giá lên đến năm mươi phần trăm và cả bộ sưu tập món kèm ưu đãi lớn đang chờ đón người dùng trên ShopeeFood."
"""A tourist's guide to love"" gây ấn tượng bởi những cảnh quay sống động về Việt Nam, tuy nhiên câu chuyện tình yêu giữa 2 nhân vật chính và một số chi tiết chưa thực sự thuyết phục khán giả Việt.","a tourist s guide to love gây ấn tượng bởi những cảnh quay sống động về việt nam , tuy nhiên câu chuyện tình yêu giữa hai nhân vật chính và một số chi tiết chưa thực sự thuyết phục khán giả việt .. ","A Tourist's Guide to Love gây ấn tượng bởi những cảnh quay sống động về Việt Nam, tuy nhiên câu chuyện tình yêu giữa hai nhân vật chính và một số chi tiết chưa thực sự thuyết phục khán giả Việt Nam."
"""Anh Tùng Dương lấy vợ 4, tôi chỉ có cảm giác duy nhất đó là vừa mừng vừa lo... Tôi cũng nói rằng: ""Anh phải giữ hạnh phúc thật chặt đấy nhé! Đừng để tuột mất một lần nữa"""", NSƯT Hoa Thúy nói.","anh tùng dương lấy vợ bốn , tôi chỉ có cảm giác duy nhất đó là vừa mừng vừa lo tôi cũng nói rằng . anh phải giữ hạnh phúc thật chặt đấy nhé . đừng để tuột mất một lần nữa , nghệ sĩ ưu tú hoa thúy nói .. ","Anh Tùng Dương lấy vợ bốn mươi, tôi chỉ có cảm giác duy nhất đó là vừa mừng vừa lo tôi cũng nói rằng. Anh phải giữ hạnh phúc thật chặt đấy nhé. Đừng để tuột mất một lần nữa, nghệ sĩ ưu tú Hoa Thúy nói."
"""Anh em cháu mồ côi bố rồi, giờ mẹ lại bị bệnh gì đó nặng lắm. Cháu sợ mẹ chết. Mẹ mà chết thì 3 anh em cháu biết sống với ai?"", bé Loan (11 tuổi) nhìn người mẹ bệnh tật, lo lắng.","anh em cháu mồ côi bố rồi , giờ mẹ lại bị bệnh gì đó nặng lắm . cháu sợ mẹ chết . mẹ mà chết thì ba anh em cháu biết sống với ai . , bé loan mười một tuổi nhìn người mẹ bệnh tật , lo lắng .. ","Anh em cháu mồ côi bố rồi, giờ mẹ lại bị bệnh gì đó nặng lắm. Cháu sợ mẹ chết. Mẹ mà chết thì ba anh em cháu biết sống với ai. Bé Loan mười một tuổi nhìn người mẹ bệnh tật, lo lắng."
"""Anh ghi cho em 3 con 20 ạ"" - câu nói của Thái Tuấn khi về đích tại cuộc thi tuần cuối cùng ""Đường lên đỉnh Olympia 2023"" - khiến trường quay cười nghiêng ngả.",anh ghi cho em ba con hai mươi ạ câu nói của thái tuấn khi về đích tại cuộc thi tuần cuối cùng đường lên đỉnh olympia hai nghìn không trăm hai mươi ba khiến trường quay cười nghiêng ngả .. ,Anh ghi cho em ba con hai mươi câu nói của Thái Tuấn khi về đích tại cuộc thi tuần cuối cùng đường lên đỉnh Olympia hai nghìn không trăm hai mươi ba khiến trường quay cười nghiêng ngả.
"""Anh ơi, tỉnh lại đi anh ơi! Con mình được 2 tuần rồi. Tỉnh lại nhìn con anh ơi!... "", 2 tay bám chặt cánh cửa phòng bệnh, thiếu phụ gào khóc thảm thiết rồi từ từ khụy xuống.","anh ơi , tỉnh lại đi anh ơi . con mình được hai tuần rồi . tỉnh lại nhìn con anh ơi . , hai tay bám chặt cánh cửa phòng bệnh , thiếu phụ gào khóc thảm thiết rồi từ từ khụy xuống .. ","Anh ơi, tỉnh lại đi anh ơi. Con mình được hai tuần rồi. Tỉnh lại nhìn con anh ơi. Hai tay bám chặt cánh cửa phòng bệnh, thiếu phụ gào khóc thảm thiết rồi từ từ khụy xuống."
"""Anh ấy bảo, 10 năm không thấy anh về, em hãy đi lấy chồng. Nhưng đời tôi chỉ cưới một lần chồng thôi"", bà Nguyễn Thị Lương, vợ liệt sĩ Nguyễn Văn Kiền rưng rưng.","anh ấy bảo , mười năm không thấy anh về , em hãy đi lấy chồng . nhưng đời tôi chỉ cưới một lần chồng thôi , bà nguyễn thị lương , vợ liệt sĩ nguyễn văn kiền rưng rưng .. ","Anh ấy bảo, mười năm không thấy anh về, em hãy đi lấy chồng. Nhưng đời tôi chỉ cưới một lần chồng thôi, Bà Nguyễn Thị Lương, vợ Liệt Sĩ Nguyễn Văn Kiền rung rung..."
"""Anh ấy lột thức ăn cho em như con, em cảm thấy như có người cha mới nên rất thích"", Trần Thị Bích Sương (25 tuổi) nói về kỷ niệm hồi mới quen Nguyễn Hoàng Sang (42 tuổi).","anh ấy lột thức ăn cho em như con , em cảm thấy như có người cha mới nên rất thích , trần thị bích sương hai mươi lăm tuổi nói về kỷ niệm hồi mới quen nguyễn hoàng sang bốn mươi hai tuổi .. ","Anh ấy lột thức ăn cho em như con, em cảm thấy như có người cha mới nên rất thích, Trần Thị Bích Sương hai mươi lăm tuổi nói về kỷ niệm hồi mới quen Nguyễn Hoàng Sang bốn mươi hai tuổi."
"""Animation Artist - Vén màn hậu trường của những bước chân 4.0"" là cuốn sách đầu tiên giới thiệu với bạn đọc Việt về nghề làm phim hoạt hình với những góc khuất phía sau.",animation artist vén màn hậu trường của những bước chân bốn phẩy không không là cuốn sách đầu tiên giới thiệu với bạn đọc việt về nghề làm phim hoạt hình với những góc khuất phía sau .. ,Animation Artist Vén Màn Hậu Trường Của Những Bước Chân Bốn Phẩy Không Không Là Cuốn Sách Đầu Tiên Giới Thiệu Với Bạn Đọc Việt Về Ngôi Làm Phim Hoạt Hình Với Những Góc Khuất Phía Sau...
"""Bao năm chinh chiến, tôi không sợ đói khổ, chỉ thương bà ấy và thằng con bệnh tật. Giá mà có chút tiền để bữa cơm của 2 mẹ con có tí thịt, thì đỡ xót lòng"", ông Đức nói trong tột cùng nỗi thống khổ.","bao năm chinh chiến , tôi không sợ đói khổ , chỉ thương bà ấy và thằng con bệnh tật . giá mà có chút tiền để bữa cơm của hai mẹ con có tí thịt , thì đỡ xót lòng , ông đức nói trong tột cùng nỗi thống khổ .. ","Bao năm chinh chiến, tôi không sợ đói khổ, chỉ thương Bà ấy và Thằng con bệnh tật. Giá mà có chút tiền để bữa cơm của Hai Mẹ Con có tí thịt, thì đỡ xót lòng, Ông Đức nói trong tột cùng nỗi thống khổ."
"""Batter Up"" là ca khúc đánh dấu màn ra mắt chính thức của Baby Monster, nhóm nhạc được kỳ vọng thay thế Blackpink. MV cán mốc 20 triệu lượt xem sau 20 tiếng đăng tải.","batter up là ca khúc đánh dấu màn ra mắt chính thức của baby monster , nhóm nhạc được kỳ vọng thay thế blackpink . mv cán mốc hai mươi triệu lượt xem sau hai mươi tiếng đăng tải .. ","Batter Up là ca khúc đánh dấu màn ra mắt chính thức của Baby Monster, nhóm nhạc được kỳ vọng thay thế Blackpink. MV cán mốc hai mươi triệu lượt xem sau hai ngày đăng tải."
"""Best Place to Work 2023"" - Nơi làm việc tốt nhất Việt Nam 2023 mở rộng quy mô và mức độ cạnh tranh hơn năm trước, song Dược Hậu Giang vẫn tăng bậc ấn tượng trong bảng xếp hạng uy tín.","best place to work hai nghìn không trăm hai mươi ba nơi làm việc tốt nhất việt nam hai nghìn không trăm hai mươi ba mở rộng quy mô và mức độ cạnh tranh hơn năm trước , song dược hậu giang vẫn tăng bậc ấn tượng trong bảng xếp hạng uy tín .. ","Best place to work hai nghìn không trăm hai mươi ba nơi làm việc tốt nhất Việt Nam hai nghìn không trăm hai mươi ba mở rộng quy mô và mức độ cạnh tranh hơn năm trước, song Dược Hậu Giang vẫn tăng bậc ấn tượng trong bảng xếp hạng uy tín."
"""Buồng hạnh phúc"", ""Nhà 24 giờ"", ""Buồng vợ chồng""… là những cái tên thường gọi của phòng riêng trong nhà thăm gặp ở trại giam.","buồng hạnh phúc , nhà hai mươi tư giờ , buồng vợ chồng là những cái tên thường gọi của phòng riêng trong nhà thăm gặp ở trại giam .. ","Buồng hạnh phúc, Nhà 24 giờ, Buồng vợ chồng là những cái tên thường gọi của phòng riêng trong nhà thăm gặp ở Trại Giam."
"""Bà Thúy có 2 hành vi thuộc nhóm ""thủ đoạn gian dối"" nhằm chiếm đoạt tài sản, đó là đưa thông tin sai sự thật về dự án và sử dụng tiền của nhà đầu tư để trả lãi hàng tháng cho họ và người khác"".","bà thúy có hai hành vi thuộc nhóm thủ đoạn gian dối nhằm chiếm đoạt tài sản , đó là đưa thông tin sai sự thật về dự án và sử dụng tiền của nhà đầu tư để trả lãi hàng tháng cho họ và người khác .. ","Bà Thúy có hai hành vi thuộc nhóm thủ đoạn gian dối nhằm chiếm đoạt tài sản, đó là đưa thông tin sai sự thật về Dự án và sử dụng tiền của Nhà đầu tư để trả lãi hàng tháng cho họ và người khác."
"""Bà tiên váy cưới"" Vera Wang cũng tiếp tục khiến mọi người bất ngờ với vẻ ngoài trẻ trung, bất chấp độ tuổi 74 của mình.","bà tiên váy cưới vera wang cũng tiếp tục khiến mọi người bất ngờ với vẻ ngoài trẻ trung , bất chấp độ tuổi bảy mươi tư của mình .. ","Bà Tiên váy cưới Vera Wang cũng tiếp tục khiến mọi người bất ngờ với vẻ ngoài trẻ trung, bất chấp độ tuổi bảy mươi tư của mình."
"""Bác sĩ nói thông thường phải sốt xuất huyết 4 ngày mới vào sốc, mà cháu mới ngày 2 đã như vậy..."", người mẹ kể lại thời điểm tính mạng con bị đe dọa vì căn bệnh nguy hiểm, phải nằm viện cả tuần.","bác sĩ nói thông thường phải sốt xuất huyết bốn ngày mới vào sốc , mà cháu mới ngày hai đã như vậy , người mẹ kể lại thời điểm tính mạng con bị đe dọa vì căn bệnh nguy hiểm , phải nằm viện cả tuần .. ","Bác sĩ nói thông thường phải sốt xuất huyết bốn ngày mới vào sốc, mà cháu mới ngày hai đã như vậy, người mẹ kể lại thời điểm tính mạng con bị đe dọa vì căn bệnh nguy hiểm, phải nằm viện cả tuần."
"""Bây giờ, tôi nhẹ nhàng hơn cũng do hoàn cảnh gặp anh John - một người rất đàn ông. Ở bên anh, tôi được là người đàn bà thực thụ"", Ngọc Anh 3A chia sẻ.","bây giờ , tôi nhẹ nhàng hơn cũng do hoàn cảnh gặp anh john một người rất đàn ông . ở bên anh , tôi được là người đàn bà thực thụ , ngọc anh ba a chia sẻ .. ","Bây giờ, tôi nhẹ nhàng hơn cũng do hoàn cảnh gặp anh John, một người rất đàn ông. Ở bên anh, tôi được là người đàn bà thực thụ, Ngọc Anh Ba chia sẻ..."
"""Bé gái 5 tuổi mềm như sợi bún"" Lê Khánh Linh được bạn đọc hỗ trợ 225 triệu đồng. Sự ủng hộ của bạn đọc đã tiếp thêm động lực cho gia đình trong hành trình cứu chữa cho Linh.",bé gái năm tuổi mềm như sợi bún lê khánh linh được bạn đọc hỗ trợ hai trăm hai mươi lăm triệu đồng . sự ủng hộ của bạn đọc đã tiếp thêm động lực cho gia đình trong hành trình cứu chữa cho linh .. ,Bé gái một tuổi mềm như sợi bún Lê Khánh Linh được bạn đọc hỗ trợ hai trăm hai mươi lăm triệu đồng. Sự ủng hộ của bạn đọc đã tiếp thêm động lực cho gia đình trong hành trình cứu chữa cho Linh.
"""Bên trong vỏ kén vàng"" - bộ phim của đạo diễn Phạm Thiên Ân - đứng thứ 24 trong danh sách 50 phim hay nhất năm do Viện Phim Anh bình chọn.",bên trong vỏ kén vàng bộ phim của đạo diễn phạm thiên ân đứng thứ hai mươi tư trong danh sách năm mươi phim hay nhất năm do viện phim anh bình chọn .. ,Bên trong vỏ kén vàng bộ phim của đạo diễn Phạm Thiên Ân đứng thứ hai mươi bốn trong danh sách năm mươi phim hay nhất năm do Viện Phim Anh bình chọn.
"""Bên trong"" là tập thơ mới của tác giả trẻ Phương Đặng. Cách đây 2 năm, Phương Đặng cũng đã xuất bản tập thơ ""Con người"".","bên trong là tập thơ mới của tác giả trẻ phương đặng . cách đây hai năm , phương đặng cũng đã xuất bản tập thơ con người .. ","Bên trong là tập thơ mới của Tác giả trẻ Phương Đặng. Cách đây hai năm, Phương Đặng cũng đã xuất bản tập thơ Con người."
"""Bí quyết sống tỉnh thức trong 8 ngày"" của Kathirasan K, là cuốn cẩm nang sẽ giúp chúng ta tìm hiểu, thực hành sống tỉnh thức và đạt được sự chuyển hóa kỳ diệu nơi chính bản thân mình.","bí quyết sống tỉnh thức trong tám ngày của kathirasan k , là cuốn cẩm nang sẽ giúp chúng ta tìm hiểu , thực hành sống tỉnh thức và đạt được sự chuyển hóa kỳ diệu nơi chính bản thân mình .. ","Bí quyết sống tỉnh thức trong ngày 8 của Kathirasan K, là cuốn cẩm nang sẽ giúp chúng ta tìm hiểu, thực hành sống tỉnh thức và đạt được sự chuyển hóa kỳ diệu nơi chính bản thân mình."
"""Bí quyết sống tỉnh thức trong 8 ngày"" là tấm bản đồ cần thiết dẫn dắt những người mới bắt đầu làm quen với lối sống tỉnh thức bước vào hành trình 8 ngày chuyển hóa bằng chánh niệm và lòng yêu thương.",bí quyết sống tỉnh thức trong tám ngày là tấm bản đồ cần thiết dẫn dắt những người mới bắt đầu làm quen với lối sống tỉnh thức bước vào hành trình tám ngày chuyển hóa bằng chánh niệm và lòng yêu thương .. ,Bí quyết sống tỉnh thức trong ngày 8 là tấm bản đồ cần thiết dẫn dắt những người mới bắt đầu làm quen với lối sống tỉnh thức bước vào hành trình 8 ngày chuyển hóa bằng chánh niệm và lòng yêu thương.
"""Bí ẩn Ozon"" là bộ truyện tranh thuần Việt được ấp ủ trong hơn 15 năm, được Nhà xuất bản Kim Đồng ấn hành. Bộ truyện được kỳ vọng sẽ tạo được dấu ấn mới đưa truyện tranh của Việt Nam ra thế giới.","bí ẩn ozon là bộ truyện tranh thuần việt được ấp ủ trong hơn mười lăm năm , được nhà xuất bản kim đồng ấn hành . bộ truyện được kỳ vọng sẽ tạo được dấu ấn mới đưa truyện tranh của việt nam ra thế giới .. ","Bí ẩn Ozon là bộ truyện tranh thuần Việt được ấp ủ trong hơn mười lăm năm, được Nhà Xuất Bản Kim Đồng ấn hành. Bộ truyện được kỳ vọng sẽ tạo được dấu ấn mới đưa truyện tranh của Việt Nam ra thế giới."
"""Bún chả Obama"" đã trở thành cái tên quen thuộc, gắn bó với quán bún của bà Liên từ 7 năm nay. Nhiều thực khách đôi khi còn quên tên gốc - bún chả Hương Liên.","bún chả obama đã trở thành cái tên quen thuộc , gắn bó với quán bún của bà liên từ bảy năm nay . nhiều thực khách đôi khi còn quên tên gốc bún chả hương liên .. ","Bún Chả Obama đã trở thành cái tên quen thuộc, gắn bó với quán Bún của Bà Liên từ ngày bảy năm nay. Nhiều thực khách đôi khi còn quên tên gốc Bún Chả Hương Liên."
"""Bước chạy vì một Việt Nam vượt trội"" là thông điệp cũng là động lực để hơn 12.000 người tham gia và hoàn thành các cự ly của mùa Giải Marathon Quốc tế Hồ Chí Minh Techcombank lần 5.",bước chạy vì một việt nam vượt trội là thông điệp cũng là động lực để hơn mười hai nghìn người tham gia và hoàn thành các cự ly của mùa giải marathon quốc tế hồ chí minh techcombank lần năm .. ,Bước chạy vì một Việt Nam vượt trội là thông điệp cũng là động lực để hơn mười hai nghìn người tham gia và hoàn thành các cự ly của mùa giải marathon quốc tế Hồ Chí Minh Techcombank lần năm.
"""Bạn muốn hẹn hò?"" tập 817 kết đôi cho hai mảnh ghép từng một lần đổ vỡ - anh Huỳnh Đông (52 tuổi) - bác sĩ y khoa và chị Văn Thị Bích Huyền (47 tuổi) - HLV kiêm trọng tài quốc gia môn Dancesport.",bạn muốn hẹn hò . tập tám trăm mười bảy kết đôi cho hai mảnh ghép từng một lần đổ vỡ anh huỳnh đông năm mươi hai tuổi bác sĩ y khoa và chị văn thị bích huyền bốn mươi bảy tuổi huấn luyện viên kiêm trọng tài quốc gia môn dancesport .. ,Bạn muốn hẹn hò tập 817 kết đôi cho hai mảnh ghép từng một lần đổ vỡ Anh Huỳnh Đông năm 52 tuổi bác sĩ y khoa và Chị Văn Thị Bích Huyền bốn mươi bảy tuổi huấn luyện viên kiêm trọng tài quốc gia môn Dancesport.
"""Bất chấp gần 30 năm lặp đi lặp lại những lời cảnh báo, lưới rê vẫn được sử dụng trước sự tuyệt vọng trong nỗ lực cứu lấy loài Vaquita"", TS. Porter cho biết.","bất chấp gần ba mươi năm lặp đi lặp lại những lời cảnh báo , lưới rê vẫn được sử dụng trước sự tuyệt vọng trong nỗ lực cứu lấy loài vaquita , tiến sĩ . porter cho biết .. ","Bất chấp gần ba mươi năm lặp đi lặp lại những lời cảnh báo, lưới rê vẫn được sử dụng trước sự tuyệt vọng trong nỗ lực cứu lấy loài Vaquita, tiến sĩ Porter cho biết..."
